Algorithm	Image	Size	Threads	Time	Stddev	Clock	CPUs	Cycles	Instructions	IO	MemAlloc	O3
mandelbrot_omp	triple_spiral.log	4096	1	25.6807	0.0453	25,678.55	1	83,414,536,115	86,418,803,474	0	1	0
mandelbrot_omp	triple_spiral.log	4096	2	14.426	0.132	26,486.89	1.836	83,655,335,017	86,492,839,858	0	1	0
mandelbrot_omp	triple_spiral.log	4096	4	8.0014	0.0862	26,839.70	3.354	83,733,312,553	86,489,672,439	0	1	0
mandelbrot_omp	triple_spiral.log	4096	8	4.5472	0.0772	27,541.15	6.057	83,897,797,966	86,513,727,099	0	1	0
mandelbrot_omp	triple_spiral.log	4096	16	2.9569	0.0586	29,325.92	9.918	84,407,734,624	86,486,241,028	0	1	0
mandelbrot_omp	triple_spiral.log	4096	32	2.1738	0.0552	36,249.83	16.676	97,353,355,764	86,497,508,259	0	1	0
mandelbrot_omp	triple_spiral.log	8192	1	103.164	0.2	103,141.64	1	336,064,823,993	346,853,591,077	0	1	0
mandelbrot_omp	triple_spiral.log	8192	2	57.417	0.184	104,874.78	1.827	337,097,796,031	346,967,445,433	0	1	0
mandelbrot_omp	triple_spiral.log	8192	4	30.817	0.118	105,200.05	3.414	335,974,543,282	346,408,896,500	0	1	0
mandelbrot_omp	triple_spiral.log	8192	8	17.6371	0.0848	108,494.17	6.151	336,443,887,388	346,428,198,101	0	1	0
mandelbrot_omp	triple_spiral.log	8192	16	11.0306	0.0907	114,232.69	10.356	342,309,268,767	346,391,762,185	0	1	0
mandelbrot_omp	triple_spiral.log	8192	32	7.812	0.0637	137,092.45	17.549	395,156,666,140	346,751,575,338	0	1	0
mandelbrot_seq	elephant.log	16	1	0.0008835	0.0000185	0.44	0.496	803,508	555,336	0	0	1
mandelbrot_seq	elephant.log	32	1	0.0011464	0.0000503	0.56	0.49	728,927	554,410	0	0	1
mandelbrot_seq	elephant.log	64	1	0.00084	0.0000133	0.41	0.487	810,575	552,691	0	0	1
mandelbrot_seq	elephant.log	128	1	0.0008635	0.0000329	0.44	0.507	783,923	555,707	0	0	1
mandelbrot_seq	elephant.log	256	1	0.0005753	0.0000166	0.28	0.478	814,546	555,870	0	0	1
mandelbrot_seq	elephant.log	512	1	0.0011168	0.0000422	0.56	0.504	807,689	557,003	0	0	1
mandelbrot_seq	elephant.log	1024	1	0.0010433	0.0000411	0.52	0.494	785,450	550,824	0	0	1
mandelbrot_seq	elephant.log	2048	1	0.0008842	0.0000566	0.43	0.489	828,808	552,452	0	0	1
mandelbrot_seq	elephant.log	4096	1	0.0011442	0.0000457	0.56	0.49	826,470	554,722	0	0	1
mandelbrot_seq	elephant.log	8192	1	0.0009145	0.0000327	0.45	0.491	840,541	551,609	0	0	1
mandelbrot_seq	full.log	16	1	0.001257	0.000272	0.5	0.4	808,229	546,868	0	0	1
mandelbrot_seq	full.log	32	1	0.001063	0.0000466	0.53	0.496	812,884	547,560	0	0	1
mandelbrot_seq	full.log	64	1	0.0009846	0.0000169	0.48	0.488	818,160	550,724	0	0	1
mandelbrot_seq	full.log	128	1	0.0008673	0.0000539	0.43	0.499	788,393	552,268	0	0	1
mandelbrot_seq	full.log	256	1	0.001043	0.0000439	0.51	0.487	793,559	548,132	0	0	1
mandelbrot_seq	full.log	512	1	0.0012838	0.0000197	0.62	0.486	792,308	551,055	0	0	1
mandelbrot_seq	full.log	1024	1	0.00088	0.0000164	0.43	0.486	805,734	550,221	0	0	1
mandelbrot_seq	full.log	2048	1	0.0009066	0.0000543	0.44	0.488	812,694	547,172	0	0	1
mandelbrot_seq	full.log	4096	1	0.0005556	0.0000113	0.27	0.486	807,125	558,158	0	0	1
mandelbrot_seq	full.log	8192	1	0.0010148	0.0000532	0.49	0.483	789,695	547,525	0	0	1
mandelbrot_seq	seahorse.log	16	1	0.0008865	0.0000281	0.44	0.499	816,249	554,172	0	0	1
mandelbrot_seq	seahorse.log	32	1	0.0009107	0.0000527	0.44	0.487	805,979	551,690	0	0	1
mandelbrot_seq	seahorse.log	64	1	0.0010413	0.0000768	0.53	0.509	751,903	552,709	0	0	1
mandelbrot_seq	seahorse.log	128	1	0.0008916	0.0000211	0.44	0.496	739,753	552,819	0	0	1
mandelbrot_seq	seahorse.log	256	1	0.0009262	0.0000216	0.46	0.493	801,386	551,948	0	0	1
mandelbrot_seq	seahorse.log	512	1	0.0009786	0.0000434	0.47	0.485	798,247	556,565	0	0	1
mandelbrot_seq	seahorse.log	1024	1	0.0010655	0.0000308	0.54	0.508	813,688	550,081	0	0	1
mandelbrot_seq	seahorse.log	2048	1	0.0007917	0.00002	0.4	0.504	811,913	555,732	0	0	1
mandelbrot_seq	seahorse.log	4096	1	0.0008919	0.000065	0.44	0.494	815,652	557,326	0	0	1
mandelbrot_seq	seahorse.log	8192	1	0.0009231	0.0000243	0.47	0.505	819,801	557,329	0	0	1
mandelbrot_seq	triple_spiral.log	16	1	0.0005812	0.0000217	0.28	0.479	804,492	551,728	0	0	1
mandelbrot_seq	triple_spiral.log	32	1	0.0009246	0.0000534	0.45	0.49	757,060	551,342	0	0	1
mandelbrot_seq	triple_spiral.log	64	1	0.0012175	0.0000395	0.58	0.476	814,573	550,364	0	0	1
mandelbrot_seq	triple_spiral.log	128	1	0.0011547	0.0000395	0.57	0.492	799,533	555,878	0	0	1
mandelbrot_seq	triple_spiral.log	256	1	0.0010962	0.0000241	0.54	0.496	797,698	554,449	0	0	1
mandelbrot_seq	triple_spiral.log	512	1	0.00056547	0.00000769	0.27	0.482	810,766	558,234	0	0	1
mandelbrot_seq	triple_spiral.log	1024	1	0.0011523	0.0000284	0.57	0.491	817,772	559,153	0	0	1
mandelbrot_seq	triple_spiral.log	2048	1	0.0009763	0.0000477	0.48	0.494	804,248	558,285	0	0	1
mandelbrot_seq	triple_spiral.log	4096	1	0.0011483	0.0000248	0.58	0.505	807,902	555,769	0	0	1
mandelbrot_seq	triple_spiral.log	8192	1	0.0007922	0.0000454	0.39	0.488	811,380	561,031	0	0	1
mandelbrot_pth	elephant.log	16	1	0.0015479	0.0000146	0.93	0.602	1,302,880	858,195	0	0	1
mandelbrot_pth	elephant.log	16	2	0.0012329	0.0000601	0.76	0.616	1,437,814	902,013	0	0	1
mandelbrot_pth	elephant.log	16	4	0.0012167	0.0000551	0.86	0.711	1,731,752	1,037,629	0	0	1
mandelbrot_pth	elephant.log	16	8	0.0014633	0.0000473	1.2	0.818	2,393,987	1,334,588	0	0	1
mandelbrot_pth	elephant.log	16	16	0.002036	0.0000486	1.86	0.914	3,350,840	1,887,436	0	0	1
mandelbrot_pth	elephant.log	16	32	0.0027796	0.0000306	2.9	1.043	5,604,499	2,985,302	0	0	1
mandelbrot_pth	elephant.log	32	1	0.0012026	0.000019	0.72	0.601	1,311,506	841,558	0	0	1
mandelbrot_pth	elephant.log	32	2	0.0014475	0.0000585	0.93	0.642	1,450,506	903,351	0	0	1
mandelbrot_pth	elephant.log	32	4	0.0013464	0.0000622	0.95	0.709	1,781,388	1,035,834	0	0	1
mandelbrot_pth	elephant.log	32	8	0.0021667	0.0000792	1.75	0.806	2,132,963	1,343,734	0	0	1
mandelbrot_pth	elephant.log	32	16	0.0024869	0.0000821	2.31	0.929	3,305,614	1,878,831	0	0	1
mandelbrot_pth	elephant.log	32	32	0.003262	0.000127	3.39	1.038	5,839,120	3,078,441	0	0	1
mandelbrot_pth	elephant.log	64	1	0.0014457	0.0000709	0.86	0.597	1,219,370	841,712	0	0	1
mandelbrot_pth	elephant.log	64	2	0.000882	0.0000245	0.57	0.643	1,569,952	903,905	0	0	1
mandelbrot_pth	elephant.log	64	4	0.0013128	0.0000392	0.94	0.717	1,615,379	1,041,890	0	0	1
mandelbrot_pth	elephant.log	64	8	0.001074	0.0000199	0.91	0.845	2,483,468	1,334,120	0	0	1
mandelbrot_pth	elephant.log	64	16	0.002758	0.000103	2.52	0.913	3,262,758	1,879,310	0	0	1
mandelbrot_pth	elephant.log	64	32	0.0028174	0.0000447	2.88	1.021	5,082,043	2,987,949	0	0	1
mandelbrot_pth	elephant.log	128	1	0.0007724	0.000018	0.45	0.585	1,318,748	846,688	0	0	1
mandelbrot_pth	elephant.log	128	2	0.0012153	0.000087	0.79	0.647	1,462,243	908,889	0	0	1
mandelbrot_pth	elephant.log	128	4	0.0012394	0.0000269	0.87	0.704	1,756,256	1,038,716	0	0	1
mandelbrot_pth	elephant.log	128	8	0.0015347	0.0000188	1.26	0.822	2,350,625	1,330,191	0	0	1
mandelbrot_pth	elephant.log	128	16	0.001585	0.000149	1.53	0.963	3,500,269	1,901,679	0	0	1
mandelbrot_pth	elephant.log	128	32	0.003568	0.000195	3.7	1.036	5,702,247	3,041,570	0	0	1
mandelbrot_pth	elephant.log	256	1	0.0012678	0.0000731	0.76	0.603	1,324,257	843,486	0	0	1
mandelbrot_pth	elephant.log	256	2	0.0011699	0.0000177	0.77	0.655	1,362,591	906,938	0	0	1
mandelbrot_pth	elephant.log	256	4	0.001557	0.000101	1.17	0.753	2,022,385	1,084,719	0	0	1
mandelbrot_pth	elephant.log	256	8	0.0016728	0.0000697	1.35	0.805	2,559,566	1,332,271	0	0	1
mandelbrot_pth	elephant.log	256	16	0.002651	0.000224	2.46	0.928	3,579,463	1,930,297	0	0	1
mandelbrot_pth	elephant.log	256	32	0.003767	0.000227	3.93	1.045	5,901,049	3,120,927	0	0	1
mandelbrot_pth	elephant.log	512	1	0.0010642	0.0000174	0.66	0.622	1,240,242	840,457	0	0	1
mandelbrot_pth	elephant.log	512	2	0.0017922	0.0000357	1.15	0.642	1,443,423	898,819	0	0	1
mandelbrot_pth	elephant.log	512	4	0.0014004	0.0000679	1.01	0.722	1,771,540	1,041,461	0	0	1
mandelbrot_pth	elephant.log	512	8	0.001653	0.000104	1.38	0.837	2,595,342	1,369,582	0	0	1
mandelbrot_pth	elephant.log	512	16	0.002924	0.000139	2.74	0.937	3,730,086	1,993,584	0	0	1
mandelbrot_pth	elephant.log	512	32	0.0028156	0.0000579	2.88	1.022	5,647,049	2,969,145	0	0	1
mandelbrot_pth	elephant.log	1024	1	0.0014788	0.0000455	0.88	0.598	1,321,947	834,917	0	0	1
mandelbrot_pth	elephant.log	1024	2	0.0012355	0.0000281	0.8	0.649	1,459,496	907,895	0	0	1
mandelbrot_pth	elephant.log	1024	4	0.0013418	0.0000852	0.95	0.705	1,721,000	1,030,221	0	0	1
mandelbrot_pth	elephant.log	1024	8	0.0015463	0.0000433	1.25	0.805	2,334,444	1,330,030	0	0	1
mandelbrot_pth	elephant.log	1024	16	0.0029318	0.0000778	2.69	0.917	3,371,413	1,882,041	0	0	1
mandelbrot_pth	elephant.log	1024	32	0.00429	0.000178	4.49	1.046	5,675,091	3,037,712	0	0	1
mandelbrot_pth	elephant.log	2048	1	0.0012386	0.0000914	0.74	0.6	1,314,551	838,896	0	0	1
mandelbrot_pth	elephant.log	2048	2	0.0011859	0.0000298	0.76	0.645	1,491,438	908,305	0	0	1
mandelbrot_pth	elephant.log	2048	4	0.001179	0.00015	0.87	0.736	1,800,290	1,047,763	0	0	1
mandelbrot_pth	elephant.log	2048	8	0.001754	0.000124	1.48	0.845	2,646,514	1,380,432	0	0	1
mandelbrot_pth	elephant.log	2048	16	0.0019765	0.0000477	1.83	0.927	3,440,696	1,873,454	0	0	1
mandelbrot_pth	elephant.log	2048	32	0.003899	0.000141	4.06	1.042	5,359,641	2,984,681	0	0	1
mandelbrot_pth	elephant.log	4096	1	0.0012139	0.0000449	0.73	0.603	1,384,690	840,079	0	0	1
mandelbrot_pth	elephant.log	4096	2	0.0014044	0.000044	0.91	0.65	1,476,177	906,888	0	0	1
mandelbrot_pth	elephant.log	4096	4	0.0016671	0.0000719	1.17	0.703	1,699,871	1,034,571	0	0	1
mandelbrot_pth	elephant.log	4096	8	0.0015127	0.0000142	1.22	0.808	2,327,445	1,327,403	0	0	1
mandelbrot_pth	elephant.log	4096	16	0.0020575	0.0000794	1.91	0.927	3,393,934	1,880,598	0	0	1
mandelbrot_pth	elephant.log	4096	32	0.003791	0.000165	3.94	1.04	5,385,771	2,990,636	0	0	1
mandelbrot_pth	elephant.log	8192	1	0.001474	0.0000268	0.87	0.593	1,336,481	843,290	0	0	1
mandelbrot_pth	elephant.log	8192	2	0.001189	0.0000188	0.78	0.652	1,492,616	913,673	0	0	1
mandelbrot_pth	elephant.log	8192	4	0.0012788	0.0000204	0.92	0.719	1,707,206	1,037,037	0	0	1
mandelbrot_pth	elephant.log	8192	8	0.0016029	0.0000998	1.3	0.813	2,312,054	1,330,446	0	0	1
mandelbrot_pth	elephant.log	8192	16	0.002085	0.000111	1.95	0.935	3,702,143	1,923,301	0	0	1
mandelbrot_pth	elephant.log	8192	32	0.003277	0.000143	3.41	1.04	5,666,261	3,028,427	0	0	1
mandelbrot_pth	full.log	16	1	0.001828	0.000348	0.95	0.517	1,319,915	838,584	0	0	1
mandelbrot_pth	full.log	16	2	0.0010095	0.0000461	0.64	0.639	1,506,208	902,498	0	0	1
mandelbrot_pth	full.log	16	4	0.001851	0.0000661	1.32	0.713	1,781,225	1,046,802	0	0	1
mandelbrot_pth	full.log	16	8	0.0015105	0.0000192	1.21	0.8	2,426,854	1,325,705	0	0	1
mandelbrot_pth	full.log	16	16	0.0023118	0.0000895	2.1	0.91	3,281,188	1,885,785	0	0	1
mandelbrot_pth	full.log	16	32	0.004046	0.000156	4.22	1.042	5,729,480	3,038,824	0	0	1
mandelbrot_pth	full.log	32	1	0.0011373	0.0000139	0.68	0.601	1,283,075	837,720	0	0	1
mandelbrot_pth	full.log	32	2	0.0011583	0.0000426	0.74	0.642	1,476,996	901,465	0	0	1
mandelbrot_pth	full.log	32	4	0.0014632	0.0000889	1.05	0.717	1,799,372	1,047,800	0	0	1
mandelbrot_pth	full.log	32	8	0.001663	0.000136	1.39	0.833	2,713,591	1,371,225	0	0	1
mandelbrot_pth	full.log	32	16	0.001395	0.0000316	1.33	0.957	3,686,008	1,903,044	0	0	1
mandelbrot_pth	full.log	32	32	0.003305	0.000107	3.44	1.041	5,878,770	3,090,529	0	0	1
mandelbrot_pth	full.log	64	1	0.0010826	0.0000793	0.67	0.617	1,476,950	863,459	0	0	1
mandelbrot_pth	full.log	64	2	0.0014466	0.0000187	0.95	0.656	1,494,055	908,638	0	0	1
mandelbrot_pth	full.log	64	4	0.0013882	0.0000747	0.99	0.71	1,736,497	1,030,650	0	0	1
mandelbrot_pth	full.log	64	8	0.002248	0.000135	1.86	0.826	2,584,931	1,377,549	0	0	1
mandelbrot_pth	full.log	64	16	0.0020283	0.0000311	1.88	0.926	3,332,987	1,880,552	0	0	1
mandelbrot_pth	full.log	64	32	0.003845	0.000202	4.02	1.045	5,859,971	3,091,707	0	0	1
mandelbrot_pth	full.log	128	1	0.0011601	0.00005	0.69	0.598	1,313,801	841,366	0	0	1
mandelbrot_pth	full.log	128	2	0.0011686	0.0000223	0.75	0.644	1,478,829	898,003	0	0	1
mandelbrot_pth	full.log	128	4	0.001537	0.000132	1.15	0.745	1,985,524	1,083,174	0	0	1
mandelbrot_pth	full.log	128	8	0.0016624	0.000088	1.35	0.814	2,360,576	1,333,743	0	0	1
mandelbrot_pth	full.log	128	16	0.0020425	0.0000641	1.89	0.924	3,417,844	1,881,704	0	0	1
mandelbrot_pth	full.log	128	32	0.003556	0.000336	3.74	1.051	6,054,422	3,092,533	0	0	1
mandelbrot_pth	full.log	256	1	0.001344	0.000108	0.81	0.602	1,334,691	837,379	0	0	1
mandelbrot_pth	full.log	256	2	0.0012912	0.0000798	0.8	0.617	1,448,937	906,038	0	0	1
mandelbrot_pth	full.log	256	4	0.0012986	0.0000391	0.93	0.714	1,726,828	1,029,338	0	0	1
mandelbrot_pth	full.log	256	8	0.0015314	0.0000201	1.25	0.819	2,367,672	1,329,714	0	0	1
mandelbrot_pth	full.log	256	16	0.002045	0.000143	1.91	0.936	3,319,074	1,917,693	0	0	1
mandelbrot_pth	full.log	256	32	0.003576	0.000116	3.71	1.037	5,399,465	2,979,576	0	0	1
mandelbrot_pth	full.log	512	1	0.0012695	0.0000776	0.76	0.598	1,331,514	833,406	0	0	1
mandelbrot_pth	full.log	512	2	0.0011589	0.0000221	0.74	0.64	1,450,473	906,571	0	0	1
mandelbrot_pth	full.log	512	4	0.0015323	0.0000776	1.08	0.704	1,730,668	1,026,975	0	0	1
mandelbrot_pth	full.log	512	8	0.001772	0.000254	1.51	0.854	2,554,755	1,379,204	0	0	1
mandelbrot_pth	full.log	512	16	0.002154	0.000151	2.03	0.942	3,629,267	1,932,805	0	0	1
mandelbrot_pth	full.log	512	32	0.0031396	0.0000554	3.23	1.03	5,406,915	2,988,035	0	0	1
mandelbrot_pth	full.log	1024	1	0.0011707	0.0000498	0.71	0.604	1,306,071	834,873	0	0	1
mandelbrot_pth	full.log	1024	2	0.0013328	0.0000923	0.88	0.657	1,483,701	904,862	0	0	1
mandelbrot_pth	full.log	1024	4	0.001699	0.0000451	1.2	0.706	1,737,765	1,031,498	0	0	1
mandelbrot_pth	full.log	1024	8	0.001468	0.000025	1.18	0.806	2,353,139	1,327,642	0	0	1
mandelbrot_pth	full.log	1024	16	0.0023337	0.0000945	2.14	0.916	3,501,776	1,886,173	0	0	1
mandelbrot_pth	full.log	1024	32	0.003949	0.000147	4.11	1.041	5,865,573	3,041,163	0	0	1
mandelbrot_pth	full.log	2048	1	0.0011689	0.0000666	0.69	0.593	1,300,918	832,437	0	0	1
mandelbrot_pth	full.log	2048	2	0.001153	0.0000236	0.73	0.635	1,431,722	887,130	0	0	1
mandelbrot_pth	full.log	2048	4	0.0013647	0.0000821	0.97	0.711	1,735,621	1,026,033	0	0	1
mandelbrot_pth	full.log	2048	8	0.002125	0.000141	1.77	0.832	2,519,879	1,400,057	0	0	1
mandelbrot_pth	full.log	2048	16	0.001463	0.00013	1.34	0.914	3,795,198	1,930,623	0	0	1
mandelbrot_pth	full.log	2048	32	0.0029141	0.0000388	3.02	1.037	5,684,704	2,994,424	0	0	1
mandelbrot_pth	full.log	4096	1	0.0011483	0.000031	0.69	0.601	1,342,284	843,415	0	0	1
mandelbrot_pth	full.log	4096	2	0.001706	0.0000588	1.09	0.641	1,442,641	899,806	0	0	1
mandelbrot_pth	full.log	4096	4	0.0013134	0.0000732	0.94	0.714	1,750,450	1,033,265	0	0	1
mandelbrot_pth	full.log	4096	8	0.0014894	0.0000279	1.22	0.818	2,325,055	1,313,941	0	0	1
mandelbrot_pth	full.log	4096	16	0.002721	0.0000883	2.53	0.93	3,397,459	1,890,729	0	0	1
mandelbrot_pth	full.log	4096	32	0.0020321	0.0000534	2.1	1.035	5,839,652	3,003,341	0	0	1
mandelbrot_pth	full.log	8192	1	0.0012857	0.0000659	0.77	0.599	1,305,340	839,677	0	0	1
mandelbrot_pth	full.log	8192	2	0.0012291	0.0000339	0.8	0.649	1,490,906	894,103	0	0	1
mandelbrot_pth	full.log	8192	4	0.0013949	0.0000737	1	0.718	1,825,037	1,030,796	0	0	1
mandelbrot_pth	full.log	8192	8	0.001861	0.0000808	1.48	0.795	2,269,538	1,331,382	0	0	1
mandelbrot_pth	full.log	8192	16	0.002104	0.000111	1.95	0.926	3,434,064	1,877,206	0	0	1
mandelbrot_pth	full.log	8192	32	0.0027507	0.0000291	2.84	1.032	4,811,491	2,979,223	0	0	1
mandelbrot_pth	seahorse.log	16	1	0.0013468	0.0000801	0.81	0.602	1,320,466	840,856	0	0	1
mandelbrot_pth	seahorse.log	16	2	0.0012344	0.0000331	0.79	0.641	1,498,705	911,129	0	0	1
mandelbrot_pth	seahorse.log	16	4	0.0016341	0.0000691	1.15	0.707	1,608,001	1,033,118	0	0	1
mandelbrot_pth	seahorse.log	16	8	0.0011089	0.000034	0.97	0.876	2,643,873	1,338,216	0	0	1
mandelbrot_pth	seahorse.log	16	16	0.002055	0.000109	1.88	0.913	3,383,814	1,878,589	0	0	1
mandelbrot_pth	seahorse.log	16	32	0.00322	0.000104	3.36	1.043	5,460,104	3,004,523	0	0	1
mandelbrot_pth	seahorse.log	32	1	0.0013212	0.0000543	0.79	0.6	1,280,881	825,919	0	0	1
mandelbrot_pth	seahorse.log	32	2	0.0011108	0.0000154	0.72	0.645	1,441,667	901,371	0	0	1
mandelbrot_pth	seahorse.log	32	4	0.0013097	0.000021	0.93	0.711	1,718,720	1,038,426	0	0	1
mandelbrot_pth	seahorse.log	32	8	0.001567	0.000167	1.27	0.808	2,522,578	1,376,102	0	0	1
mandelbrot_pth	seahorse.log	32	16	0.002175	0.000113	2	0.918	3,425,982	1,887,411	0	0	1
mandelbrot_pth	seahorse.log	32	32	0.0030052	0.0000793	3.1	1.033	5,423,250	2,994,102	0	0	1
mandelbrot_pth	seahorse.log	64	1	0.0012915	0.0000703	0.78	0.601	1,341,366	849,708	0	0	1
mandelbrot_pth	seahorse.log	64	2	0.0012309	0.000039	0.81	0.658	1,419,257	907,126	0	0	1
mandelbrot_pth	seahorse.log	64	4	0.0012761	0.0000321	0.93	0.728	1,737,687	1,030,167	0	0	1
mandelbrot_pth	seahorse.log	64	8	0.0020175	0.0000751	1.61	0.799	2,294,540	1,335,338	0	0	1
mandelbrot_pth	seahorse.log	64	16	0.0030347	0.0000872	2.78	0.916	3,269,583	1,893,896	0	0	1
mandelbrot_pth	seahorse.log	64	32	0.002963	0.000158	3.1	1.045	5,762,937	3,043,920	0	0	1
mandelbrot_pth	seahorse.log	128	1	0.001564	0.000055	0.92	0.59	1,315,695	833,825	0	0	1
mandelbrot_pth	seahorse.log	128	2	0.0015019	0.0000464	0.97	0.648	1,470,807	907,038	0	0	1
mandelbrot_pth	seahorse.log	128	4	0.0017461	0.0000484	1.23	0.707	1,707,880	1,035,189	0	0	1
mandelbrot_pth	seahorse.log	128	8	0.0018737	0.000096	1.53	0.815	2,323,585	1,329,416	0	0	1
mandelbrot_pth	seahorse.log	128	16	0.002028	0.0000414	1.86	0.915	3,309,472	1,885,946	0	0	1
mandelbrot_pth	seahorse.log	128	32	0.003155	0.000122	3.28	1.039	5,879,935	3,092,800	0	0	1
mandelbrot_pth	seahorse.log	256	1	0.0014635	0.0000339	0.88	0.6	1,332,316	837,044	0	0	1
mandelbrot_pth	seahorse.log	256	2	0.0015925	0.0000429	1.03	0.647	1,435,019	895,997	0	0	1
mandelbrot_pth	seahorse.log	256	4	0.0008749	0.0000124	0.66	0.757	1,839,262	1,039,314	0	0	1
mandelbrot_pth	seahorse.log	256	8	0.001806	0.000117	1.49	0.827	2,506,079	1,379,560	0	0	1
mandelbrot_pth	seahorse.log	256	16	0.0019457	0.000028	1.78	0.917	3,313,384	1,888,433	0	0	1
mandelbrot_pth	seahorse.log	256	32	0.0039093	0.0000689	4.06	1.038	5,396,695	3,000,571	0	0	1
mandelbrot_pth	seahorse.log	512	1	0.0016745	0.0000708	1.02	0.607	1,329,087	838,565	0	0	1
mandelbrot_pth	seahorse.log	512	2	0.0012184	0.000027	0.79	0.649	1,485,961	905,254	0	0	1
mandelbrot_pth	seahorse.log	512	4	0.0013774	0.0000249	1	0.726	1,738,680	1,050,473	0	0	1
mandelbrot_pth	seahorse.log	512	8	0.0011541	0.0000307	0.99	0.858	2,461,897	1,336,779	0	0	1
mandelbrot_pth	seahorse.log	512	16	0.002184	0.0001	1.99	0.912	3,325,463	1,890,447	0	0	1
mandelbrot_pth	seahorse.log	512	32	0.0020969	0.0000839	2.21	1.055	6,320,960	3,055,604	0	0	1
mandelbrot_pth	seahorse.log	1024	1	0.0015516	0.0000553	0.94	0.603	1,334,504	828,822	0	0	1
mandelbrot_pth	seahorse.log	1024	2	0.0013525	0.0000956	0.89	0.658	1,505,946	922,675	0	0	1
mandelbrot_pth	seahorse.log	1024	4	0.0017407	0.0000249	1.24	0.711	1,722,859	1,036,135	0	0	1
mandelbrot_pth	seahorse.log	1024	8	0.0018405	0.0000841	1.47	0.799	2,267,726	1,333,298	0	0	1
mandelbrot_pth	seahorse.log	1024	16	0.002206	0.000116	2.07	0.937	3,864,026	1,983,693	0	0	1
mandelbrot_pth	seahorse.log	1024	32	0.00382	0.000161	3.98	1.042	5,746,856	3,015,343	0	0	1
mandelbrot_pth	seahorse.log	2048	1	0.0014243	0.0000989	0.86	0.605	1,327,715	838,382	0	0	1
mandelbrot_pth	seahorse.log	2048	2	0.0016491	0.0000465	1.06	0.644	1,451,427	901,052	0	0	1
mandelbrot_pth	seahorse.log	2048	4	0.0012305	0.0000188	0.88	0.714	1,739,482	1,029,591	0	0	1
mandelbrot_pth	seahorse.log	2048	8	0.0019556	0.0000849	1.56	0.799	2,274,690	1,326,248	0	0	1
mandelbrot_pth	seahorse.log	2048	16	0.002326	0.000118	2.16	0.929	3,272,492	1,887,848	0	0	1
mandelbrot_pth	seahorse.log	2048	32	0.003259	0.000156	3.37	1.035	5,458,185	2,999,502	0	0	1
mandelbrot_pth	seahorse.log	4096	1	0.0013591	0.0000542	0.81	0.599	1,319,452	841,147	0	0	1
mandelbrot_pth	seahorse.log	4096	2	0.0011892	0.0000211	0.77	0.648	1,481,619	905,350	0	0	1
mandelbrot_pth	seahorse.log	4096	4	0.0015938	0.0000566	1.14	0.718	1,772,541	1,041,221	0	0	1
mandelbrot_pth	seahorse.log	4096	8	0.0011009	0.0000117	0.94	0.854	2,387,594	1,337,668	0	0	1
mandelbrot_pth	seahorse.log	4096	16	0.002169	0.000113	2	0.924	3,626,495	1,927,006	0	0	1
mandelbrot_pth	seahorse.log	4096	32	0.003145	0.000118	3.25	1.033	5,380,442	2,996,935	0	0	1
mandelbrot_pth	seahorse.log	8192	1	0.0011271	0.0000232	0.68	0.603	1,359,808	843,343	0	0	1
mandelbrot_pth	seahorse.log	8192	2	0.0012137	0.0000674	0.77	0.637	1,426,723	900,366	0	0	1
mandelbrot_pth	seahorse.log	8192	4	0.0012057	0.0000177	0.85	0.707	1,709,646	1,031,142	0	0	1
mandelbrot_pth	seahorse.log	8192	8	0.001527	0.0000269	1.23	0.805	2,326,216	1,323,684	0	0	1
mandelbrot_pth	seahorse.log	8192	16	0.0020127	0.0000337	1.85	0.919	3,392,796	1,884,981	0	0	1
mandelbrot_pth	seahorse.log	8192	32	0.0029097	0.0000422	2.99	1.028	5,383,165	2,986,271	0	0	1
mandelbrot_pth	triple_spiral.log	16	1	0.0013149	0.0000693	0.79	0.601	1,353,775	844,997	0	0	1
mandelbrot_pth	triple_spiral.log	16	2	0.001209	0.0000227	0.79	0.652	1,498,800	909,745	0	0	1
mandelbrot_pth	triple_spiral.log	16	4	0.0012824	0.0000588	0.94	0.735	1,822,657	1,051,935	0	0	1
mandelbrot_pth	triple_spiral.log	16	8	0.0015547	0.0000963	1.29	0.83	2,524,738	1,369,832	0	0	1
mandelbrot_pth	triple_spiral.log	16	16	0.0013768	0.0000183	1.31	0.954	3,666,044	1,886,860	0	0	1
mandelbrot_pth	triple_spiral.log	16	32	0.003488	0.000129	3.63	1.041	5,898,706	3,154,005	0	0	1
mandelbrot_pth	triple_spiral.log	32	1	0.0007722	0.0000204	0.45	0.589	1,262,571	844,294	0	0	1
mandelbrot_pth	triple_spiral.log	32	2	0.0014181	0.0000336	0.94	0.661	1,455,684	909,466	0	0	1
mandelbrot_pth	triple_spiral.log	32	4	0.001654	0.0000692	1.17	0.705	1,735,738	1,026,681	0	0	1
mandelbrot_pth	triple_spiral.log	32	8	0.001595	0.000111	1.32	0.83	2,532,166	1,371,315	0	0	1
mandelbrot_pth	triple_spiral.log	32	16	0.0020043	0.000075	1.82	0.91	3,187,556	1,879,400	0	0	1
mandelbrot_pth	triple_spiral.log	32	32	0.00287	0.000307	3.02	1.054	5,800,030	3,030,314	0	0	1
mandelbrot_pth	triple_spiral.log	64	1	0.0010979	0.0000247	0.66	0.603	1,307,052	838,219	0	0	1
