Algorithm	Image	Size	Threads	Time	Stddev	Clock	CPUs	Cycles	Instructions	IO	MemAlloc	O3
mandelbrot_omp	triple_spiral.log	8192	8	0.0020417	0.0000894	3.24	1.587	4,919,036	2,410,246	0	0	1
mandelbrot_omp	triple_spiral.log	8192	16	0.0028331	0.0000868	10.79	3.81	14,337,811	6,449,710	0	0	1
mandelbrot_omp	triple_spiral.log	8192	32	0.005274	0.000109	110.44	20.941	286,460,463	103,807,804	0	0	1
mandelbrot_seq	elephant.log	16	1	0.0013936	0.0000409	0.95	0.684	1,853,813	1,653,039	0	0	0
mandelbrot_seq	elephant.log	32	1	0.0030451	0.0000746	2.59	0.851	4,917,304	4,854,122	0	0	0
mandelbrot_seq	elephant.log	64	1	0.008676	0.000789	8.25	0.951	16,644,967	17,559,460	0	0	0
mandelbrot_seq	elephant.log	128	1	0.026568	0.000841	26.13	0.984	65,628,524	67,895,683	0	0	0
mandelbrot_seq	elephant.log	256	1	0.1126	0.0151	112.1	0.995	257,828,897	269,582,502	0	0	0
mandelbrot_seq	elephant.log	512	1	0.5026	0.0502	502.1	0.999	1,025,999,471	1,080,989,864	0	0	0
mandelbrot_seq	elephant.log	1024	1	1.4937	0.0362	1,493.14	1	4,094,568,925	4,324,908,748	0	0	0
mandelbrot_seq	elephant.log	2048	1	5.351	0.0714	5,349.86	1	16,370,661,101	17,297,157,585	0	0	0
mandelbrot_seq	elephant.log	4096	1	20.302	0.0797	20,300.22	1	65,485,042,816	69,183,160,128	0	0	0
mandelbrot_seq	elephant.log	8192	1	80.0846	0.0917	80,078.71	1	261,831,289,002	276,711,309,349	0	0	0
mandelbrot_seq	full.log	16	1	0.001594	0.000247	0.76	0.479	924,077	732,396	0	0	0
mandelbrot_seq	full.log	32	1	0.0010357	0.0000215	0.65	0.625	1,444,936	1,230,851	0	0	0
mandelbrot_seq	full.log	64	1	0.0028487	0.0000801	2.27	0.798	3,238,997	3,180,627	0	0	0
mandelbrot_seq	full.log	128	1	0.006207	0.000522	5.73	0.923	10,422,465	10,859,796	0	0	0
mandelbrot_seq	full.log	256	1	0.014748	0.000724	14.4	0.977	39,630,445	40,510,432	0	0	0
mandelbrot_seq	full.log	512	1	0.0588	0.00655	58.39	0.993	153,740,090	162,657,365	0	0	0
mandelbrot_seq	full.log	1024	1	0.2682	0.0339	267.66	0.998	613,811,394	653,144,342	0	0	0
mandelbrot_seq	full.log	2048	1	1.0051	0.0376	1,004.62	0.999	2,444,441,468	2,618,042,306	0	0	0
mandelbrot_seq	full.log	4096	1	3.1722	0.0648	3,171.39	1	9,762,096,868	10,465,138,940	0	0	0
mandelbrot_seq	full.log	8192	1	12.2	0.0667	12,198.59	1	39,037,958,064	41,853,821,058	0	0	0
mandelbrot_seq	seahorse.log	16	1	0.0014412	0.0000793	1.02	0.705	1,894,506	1,675,764	0	0	0
mandelbrot_seq	seahorse.log	32	1	0.003687	0.00022	3.14	0.853	4,994,784	5,041,114	0	0	0
mandelbrot_seq	seahorse.log	64	1	0.00742	0.000737	7.07	0.953	18,238,881	18,471,169	0	0	0
mandelbrot_seq	seahorse.log	128	1	0.02591	0.000806	25.52	0.985	68,628,999	71,679,985	0	0	0
mandelbrot_seq	seahorse.log	256	1	0.10117	0.00749	100.68	0.995	273,096,734	285,514,525	0	0	0
mandelbrot_seq	seahorse.log	512	1	0.4631	0.052	462.74	0.999	1,084,197,221	1,144,117,148	0	0	0
mandelbrot_seq	seahorse.log	1024	1	1.4748	0.0472	1,474.27	1	4,339,103,813	4,576,742,390	0	0	0
mandelbrot_seq	seahorse.log	2048	1	5.5716	0.053	5,570.62	1	17,346,149,974	18,304,500,963	0	0	0
mandelbrot_seq	seahorse.log	4096	1	21.3966	0.0539	21,394.00	1	69,366,895,043	73,215,907,806	0	0	0
mandelbrot_seq	seahorse.log	8192	1	84.7016	0.0697	84,696.12	1	277,401,549,793	292,852,801,439	0	0	0
mandelbrot_seq	triple_spiral.log	16	1	0.0021723	0.0000542	1.55	0.714	2,066,185	1,845,194	0	0	0
mandelbrot_seq	triple_spiral.log	32	1	0.003629	0.000163	3.15	0.868	5,376,990	5,668,989	0	0	0
mandelbrot_seq	triple_spiral.log	64	1	0.008784	0.000548	8.41	0.957	19,292,727	21,012,216	0	0	0
mandelbrot_seq	triple_spiral.log	128	1	0.030023	0.000499	29.6	0.986	79,244,430	80,704,617	0	0	0
mandelbrot_seq	triple_spiral.log	256	1	0.10827	0.00575	107.76	0.995	313,060,787	323,350,689	0	0	0
mandelbrot_seq	triple_spiral.log	512	1	0.5119	0.0456	511.41	0.999	1,235,150,851	1,303,725,077	0	0	0
mandelbrot_seq	triple_spiral.log	1024	1	1.7398	0.0604	1,739.09	1	4,940,615,549	5,211,737,465	0	0	0
mandelbrot_seq	triple_spiral.log	2048	1	6.108	0.0449	6,107.15	1	19,743,197,532	20,853,178,359	0	0	0
mandelbrot_seq	triple_spiral.log	4096	1	24.2295	0.0581	24,227.64	1	78,957,794,052	83,412,890,936	0	0	0
mandelbrot_seq	triple_spiral.log	8192	1	95.9563	0.0406	95,951.87	1	315,781,878,740	333,640,233,766	0	0	0
mandelbrot_pth	elephant.log	16	1	0.0016825	0.0000707	1.24	0.737	2,397,113	1,943,309	0	0	0
mandelbrot_pth	elephant.log	16	2	0.0011294	0.0000722	1.01	0.89	2,508,369	2,013,157	0	0	0
mandelbrot_pth	elephant.log	16	4	0.0018662	0.0000721	2.03	1.088	2,900,486	2,136,279	0	0	0
mandelbrot_pth	elephant.log	16	8	0.0011876	0.0000185	1.5	1.263	3,880,004	2,459,635	0	0	0
mandelbrot_pth	elephant.log	16	16	0.0022475	0.0000372	2.7	1.203	4,924,186	3,041,491	0	0	0
mandelbrot_pth	elephant.log	16	32	0.002963	0.000152	3.09	1.043	5,612,271	3,037,818	0	0	0
mandelbrot_pth	elephant.log	32	1	0.003141	0.000112	2.69	0.856	5,596,560	5,153,992	0	0	0
mandelbrot_pth	elephant.log	32	2	0.0024745	0.0000339	3.16	1.276	5,404,953	5,218,049	0	0	0
mandelbrot_pth	elephant.log	32	4	0.002056	0.000115	3.19	1.553	5,662,951	5,339,692	0	0	0
mandelbrot_pth	elephant.log	32	8	0.0021187	0.0000807	4.19	1.976	6,687,960	5,638,115	0	0	0
mandelbrot_pth	elephant.log	32	16	0.0017652	0.000041	3.86	2.184	8,550,461	6,284,939	0	0	0
mandelbrot_pth	elephant.log	32	32	0.003851	0.00019	6.84	1.776	10,662,507	7,446,294	0	0	0
mandelbrot_pth	elephant.log	64	1	0.006522	0.000223	6.16	0.945	17,886,131	17,867,740	0	0	0
mandelbrot_pth	elephant.log	64	2	0.006419	0.000277	10.83	1.687	17,559,430	17,919,687	0	0	0
mandelbrot_pth	elephant.log	64	4	0.004802	0.000158	12.55	2.613	18,051,206	18,074,256	0	0	0
mandelbrot_pth	elephant.log	64	8	0.004173	0.000152	14.42	3.456	18,873,473	18,405,418	0	0	0
mandelbrot_pth	elephant.log	64	16	0.0032639	0.000075	14.23	4.361	21,290,499	19,050,418	0	0	0
mandelbrot_pth	elephant.log	64	32	0.004311	0.000221	15.64	3.627	24,067,744	20,285,184	0	0	0
mandelbrot_pth	elephant.log	128	1	0.02854	0.00128	28.04	0.982	66,731,211	67,767,869	0	0	0
mandelbrot_pth	elephant.log	128	2	0.014006	0.000666	26.66	1.903	65,874,838	67,594,854	0	0	0
mandelbrot_pth	elephant.log	128	4	0.009783	0.000942	30.8	3.149	65,993,833	68,862,290	0	0	0
mandelbrot_pth	elephant.log	128	8	0.00659	0.000447	31.3	4.75	66,703,243	69,165,278	0	0	0
mandelbrot_pth	elephant.log	128	16	0.005784	0.000261	45.02	7.784	73,026,834	69,829,434	0	0	0
mandelbrot_pth	elephant.log	128	32	0.005322	0.000415	47.54	8.932	83,298,999	71,297,728	0	0	0
mandelbrot_pth	elephant.log	256	1	0.1011	0.0112	100.6	0.995	260,920,176	270,380,591	0	0	0
mandelbrot_pth	elephant.log	256	2	0.0505	0.00336	98.17	1.944	264,660,921	264,754,216	0	0	0
mandelbrot_pth	elephant.log	256	4	0.0287	0.00105	101.21	3.527	265,954,939	265,849,016	0	0	0
mandelbrot_pth	elephant.log	256	8	0.018685	0.000949	109.97	5.886	261,319,802	265,121,289	0	0	0
mandelbrot_pth	elephant.log	256	16	0.011419	0.000885	112.53	9.855	266,607,346	271,532,606	0	0	0
mandelbrot_pth	elephant.log	256	32	0.008103	0.000511	123.92	15.292	305,238,966	274,204,674	0	0	0
mandelbrot_pth	elephant.log	512	1	0.398	0.0316	397.42	0.999	1,033,142,668	1,081,058,275	0	0	0
mandelbrot_pth	elephant.log	512	2	0.2284	0.0267	433.45	1.897	1,035,327,743	1,079,197,634	0	0	0
mandelbrot_pth	elephant.log	512	4	0.1192	0.0143	397.24	3.333	1,042,888,108	1,073,950,570	0	0	0
mandelbrot_pth	elephant.log	512	8	0.0595	0.00453	391.19	6.574	1,041,273,584	1,077,449,602	0	0	0
mandelbrot_pth	elephant.log	512	16	0.03553	0.00116	389.67	10.968	1,093,309,472	1,067,276,310	0	0	0
mandelbrot_pth	elephant.log	512	32	0.023889	0.000478	445.42	18.645	1,265,967,199	1,069,872,542	0	0	0
mandelbrot_pth	elephant.log	1024	1	1.4875	0.0455	1,487.01	1	4,123,138,528	4,328,265,884	0	0	0
mandelbrot_pth	elephant.log	1024	2	0.922	0.046	1,600.10	1.735	4,131,583,990	4,320,708,852	0	0	0
mandelbrot_pth	elephant.log	1024	4	0.469	0.043	1,560.50	3.328	4,130,746,594	4,328,113,270	0	0	0
mandelbrot_pth	elephant.log	1024	8	0.2446	0.0212	1,491.76	6.099	4,150,216,211	4,309,041,506	0	0	0
mandelbrot_pth	elephant.log	1024	16	0.1295	0.00152	1,474.57	11.387	4,281,045,320	4,313,460,167	0	0	0
mandelbrot_pth	elephant.log	1024	32	0.07939	0.00201	1,747.26	22.008	5,097,752,673	4,320,352,251	0	0	0
mandelbrot_pth	elephant.log	2048	1	5.0482	0.0321	5,047.59	1	16,481,336,730	17,299,858,935	0	0	0
mandelbrot_pth	elephant.log	2048	2	2.8552	0.0314	5,509.25	1.93	16,504,268,690	17,302,028,918	0	0	0
mandelbrot_pth	elephant.log	2048	4	1.5657	0.0452	5,430.20	3.468	16,510,087,159	17,296,928,741	0	0	0
mandelbrot_pth	elephant.log	2048	8	0.9743	0.0468	6,408.80	6.578	16,516,964,611	17,282,165,305	0	0	0
mandelbrot_pth	elephant.log	2048	16	0.5306	0.034	6,105.37	11.506	16,796,624,849	17,273,883,981	0	0	0
mandelbrot_pth	elephant.log	2048	32	0.28473	0.00532	6,971.22	24.484	20,436,388,772	17,273,238,205	0	0	0
mandelbrot_pth	elephant.log	4096	1	20.2052	0.0486	20,203.63	1	65,910,266,946	69,184,510,103	0	0	0
mandelbrot_pth	elephant.log	4096	2	10.2938	0.0439	20,462.15	1.988	66,019,792,658	69,180,934,787	0	0	0
mandelbrot_pth	elephant.log	4096	4	5.908	0.0433	20,556.92	3.479	66,040,021,668	69,180,616,537	0	0	0
mandelbrot_pth	elephant.log	4096	8	3.2454	0.056	21,692.10	6.684	66,083,006,502	69,179,077,539	0	0	0
mandelbrot_pth	elephant.log	4096	16	1.8181	0.035	23,101.87	12.707	66,498,196,284	69,190,202,662	0	0	0
mandelbrot_pth	elephant.log	4096	32	1.1291	0.0322	29,465.48	26.097	81,164,607,583	69,169,034,399	0	0	0
mandelbrot_pth	elephant.log	8192	1	80.582	0.104	80,578.03	1	263,775,390,529	276,712,997,294	0	0	0
mandelbrot_pth	elephant.log	8192	2	40.5425	0.047	80,882.12	1.995	264,061,009,222	276,719,378,675	0	0	0
mandelbrot_pth	elephant.log	8192	4	23.2997	0.0643	81,081.90	3.48	263,998,155,062	276,707,634,408	0	0	0
mandelbrot_pth	elephant.log	8192	8	12.5353	0.065	84,079.90	6.707	264,209,448,215	276,705,781,846	0	0	0
mandelbrot_pth	elephant.log	8192	16	6.8466	0.0452	89,004.49	13	264,796,945,234	276,715,505,217	0	0	0
mandelbrot_pth	elephant.log	8192	32	4.2148	0.0336	111,635.11	26.487	323,415,276,106	276,736,337,732	0	0	0
mandelbrot_pth	full.log	16	1	0.001319	0.000398	0.62	0.467	1,492,172	1,013,147	0	0	0
mandelbrot_pth	full.log	16	2	0.0015629	0.0000278	1.09	0.695	1,632,439	1,085,295	0	0	0
mandelbrot_pth	full.log	16	4	0.0013719	0.0000303	1.07	0.782	1,884,692	1,223,251	0	0	0
mandelbrot_pth	full.log	16	8	0.0016835	0.0000794	1.5	0.892	2,492,067	1,502,356	0	0	0
mandelbrot_pth	full.log	16	16	0.002535	0.000122	2.51	0.99	3,677,867	2,092,886	0	0	0
mandelbrot_pth	full.log	16	32	0.0037193	0.0000884	3.87	1.041	5,395,825	2,987,434	0	0	0
mandelbrot_pth	full.log	32	1	0.001993	0.0000645	1.36	0.68	1,983,398	1,520,007	0	0	0
mandelbrot_pth	full.log	32	2	0.0017632	0.0000792	1.42	0.803	2,123,319	1,573,112	0	0	0
mandelbrot_pth	full.log	32	4	0.002218	0.000115	2.04	0.918	2,777,972	1,815,883	0	0	0
mandelbrot_pth	full.log	32	8	0.001989	0.000162	2.07	1.043	3,301,617	2,060,930	0	0	0
mandelbrot_pth	full.log	32	16	0.002672	0.000122	2.97	1.113	4,420,724	2,625,151	0	0	0
mandelbrot_pth	full.log	32	32	0.003405	0.000281	3.91	1.149	6,635,488	3,802,847	0	0	0
mandelbrot_pth	full.log	64	1	0.002529	0.000143	2.05	0.812	3,878,486	3,467,965	0	0	0
mandelbrot_pth	full.log	64	2	0.0021561	0.0000896	2.4	1.113	3,853,203	3,544,664	0	0	0
mandelbrot_pth	full.log	64	4	0.0027347	0.0000973	3.19	1.168	4,471,805	3,666,826	0	0	0
mandelbrot_pth	full.log	64	8	0.0023142	0.0000214	3	1.298	5,123,793	3,967,194	0	0	0
mandelbrot_pth	full.log	64	16	0.0022073	0.0000521	3.68	1.666	6,643,312	4,585,834	0	0	0
mandelbrot_pth	full.log	64	32	0.003676	0.000163	5.52	1.502	8,497,834	5,707,435	0	0	0
mandelbrot_pth	full.log	128	1	0.006403	0.000479	5.91	0.923	11,133,188	11,162,458	0	0	0
mandelbrot_pth	full.log	128	2	0.0036654	0.0000272	5.59	1.524	11,071,068	11,210,562	0	0	0
mandelbrot_pth	full.log	128	4	0.0049774	0.0000914	6.97	1.401	13,449,736	11,345,586	0	0	0
mandelbrot_pth	full.log	128	8	0.0037086	0.0000839	7.34	1.979	12,089,859	11,646,372	0	0	0
mandelbrot_pth	full.log	128	16	0.00383	0.000143	10	2.611	13,636,215	12,257,228	0	0	0
mandelbrot_pth	full.log	128	32	0.003656	0.000124	10.62	2.906	16,168,016	13,411,517	0	0	0
mandelbrot_pth	full.log	256	1	0.018666	0.000714	18.21	0.975	39,263,824	40,425,484	0	0	0
mandelbrot_pth	full.log	256	2	0.01039	0.00111	18.23	1.755	39,914,273	41,913,495	0	0	0
mandelbrot_pth	full.log	256	4	0.01048	0.00102	17.63	1.683	40,661,716	42,183,121	0	0	0
mandelbrot_pth	full.log	256	8	0.009782	0.000606	20.6	2.106	41,251,130	42,366,674	0	0	0
mandelbrot_pth	full.log	256	16	0.00721	0.000141	24.47	3.394	42,816,311	42,998,565	0	0	0
mandelbrot_pth	full.log	256	32	0.005435	0.000143	27.85	5.124	45,954,962	44,201,613	0	0	0
mandelbrot_pth	full.log	512	1	0.05799	0.00515	57.45	0.991	156,041,361	163,639,529	0	0	0
mandelbrot_pth	full.log	512	2	0.031292	0.000934	59.91	1.914	156,001,815	162,288,655	0	0	0
mandelbrot_pth	full.log	512	4	0.030906	0.000605	59.38	1.921	151,247,104	168,629,736	0	0	0
mandelbrot_pth	full.log	512	8	0.027249	0.000657	71.08	2.609	157,315,364	165,080,498	0	0	0
mandelbrot_pth	full.log	512	16	0.016182	0.00069	64.91	4.011	156,886,624	163,726,904	0	0	0
mandelbrot_pth	full.log	512	32	0.011178	0.000915	74.37	6.653	154,933,819	167,181,240	0	0	0
mandelbrot_pth	full.log	1024	1	0.2616	0.0327	260.98	0.998	617,224,843	655,413,446	0	0	0
mandelbrot_pth	full.log	1024	2	0.1323	0.0151	258.03	1.951	618,831,976	654,492,472	0	0	0
mandelbrot_pth	full.log	1024	4	0.1126	0.0134	236.61	2.101	620,071,325	653,664,041	0	0	0
mandelbrot_pth	full.log	1024	8	0.0805	0.00166	220.29	2.736	618,867,208	659,513,402	0	0	0
mandelbrot_pth	full.log	1024	16	0.05386	0.0047	240.63	4.467	625,023,903	650,729,411	0	0	0
mandelbrot_pth	full.log	1024	32	0.029587	0.000514	233.52	7.893	689,677,114	655,008,504	0	0	0
mandelbrot_pth	full.log	2048	1	0.9892	0.0423	988.63	0.999	2,458,852,199	2,617,165,256	0	0	0
mandelbrot_pth	full.log	2048	2	0.4911	0.0455	900.13	1.833	2,458,408,691	2,617,344,013	0	0	0
mandelbrot_pth	full.log	2048	4	0.4984	0.0454	958.39	1.923	2,465,343,630	2,624,809,638	0	0	0
mandelbrot_pth	full.log	2048	8	0.4122	0.0436	1,052.52	2.553	2,463,616,168	2,610,977,683	0	0	0
mandelbrot_pth	full.log	2048	16	0.2306	0.0302	967.52	4.196	2,470,654,789	2,611,068,039	0	0	0
mandelbrot_pth	full.log	2048	32	0.12053	0.00915	955.78	7.93	2,666,314,546	2,606,244,474	0	0	0
mandelbrot_pth	full.log	4096	1	2.98908	0.00142	2,988.55	1	9,821,946,597	10,466,119,996	0	0	0
mandelbrot_pth	full.log	4096	2	1.7938	0.0325	3,394.57	1.892	9,841,192,230	10,462,843,522	0	0	0
mandelbrot_pth	full.log	4096	4	1.5267	0.0371	3,163.49	2.072	9,842,841,779	10,462,661,751	0	0	0
mandelbrot_pth	full.log	4096	8	1.337	0.0446	3,577.03	2.675	9,840,751,522	10,461,294,254	0	0	0
mandelbrot_pth	full.log	4096	16	0.8494	0.0409	3,655.63	4.304	9,872,777,636	10,460,833,205	0	0	0
mandelbrot_pth	full.log	4096	32	0.4527	0.0313	3,564.53	7.874	10,338,918,003	10,443,873,471	0	0	0
mandelbrot_pth	full.log	8192	1	12.2301	0.0771	12,221.76	0.999	39,294,380,013	41,853,310,622	0	0	0
mandelbrot_pth	full.log	8192	2	6.3635	0.0404	12,495.03	1.964	39,339,825,977	41,851,773,435	0	0	0
mandelbrot_pth	full.log	8192	4	5.9135	0.0686	12,544.12	2.121	39,341,468,389	41,846,862,670	0	0	0
mandelbrot_pth	full.log	8192	8	4.5546	0.042	12,341.22	2.71	39,336,300,735	41,852,081,167	0	0	0
mandelbrot_pth	full.log	8192	16	3.0084	0.011	14,104.45	4.688	39,481,939,652	41,846,326,499	0	0	0
mandelbrot_pth	full.log	8192	32	1.559	0.0418	13,778.38	8.838	40,685,101,033	41,836,686,687	0	0	0
mandelbrot_pth	seahorse.log	16	1	0.002244	0.000115	1.64	0.73	2,353,639	1,969,187	0	0	0
mandelbrot_pth	seahorse.log	16	2	0.0014401	0.0000216	1.31	0.908	2,535,617	2,019,258	0	0	0
mandelbrot_pth	seahorse.log	16	4	0.0020913	0.0000484	2.19	1.049	2,806,518	2,167,885	0	0	0
mandelbrot_pth	seahorse.log	16	8	0.0019343	0.0000629	2.28	1.178	3,482,442	2,472,654	0	0	0
mandelbrot_pth	seahorse.log	16	16	0.002232	0.000142	2.66	1.191	4,618,004	3,061,010	0	0	0
mandelbrot_pth	seahorse.log	16	32	0.003637	0.000197	3.78	1.039	5,574,450	2,978,748	0	0	0
mandelbrot_pth	seahorse.log	32	1	0.0053032	0.0000988	4.56	0.859	5,502,286	5,337,132	0	0	0
mandelbrot_pth	seahorse.log	32	2	0.002651	0.000107	3.31	1.247	5,699,244	5,392,935	0	0	0
mandelbrot_pth	seahorse.log	32	4	0.0023422	0.0000385	3.89	1.662	6,180,857	5,533,086	0	0	0
mandelbrot_pth	seahorse.log	32	8	0.0020077	0.0000928	4.25	2.118	6,740,328	5,828,991	0	0	0
mandelbrot_pth	seahorse.log	32	16	0.0025572	0.0000459	5.3	2.073	7,695,182	6,452,303	0	0	0
mandelbrot_pth	seahorse.log	32	32	0.0034782	0.0000625	6.43	1.85	10,554,618	7,576,366	0	0	0
mandelbrot_pth	seahorse.log	64	1	0.009365	0.000781	8.94	0.954	18,180,161	18,754,488	0	0	0
mandelbrot_pth	seahorse.log	64	2	0.007446	0.000574	11.52	1.547	18,217,369	18,824,893	0	0	0
mandelbrot_pth	seahorse.log	64	4	0.004894	0.0000232	11.57	2.365	19,227,219	18,973,454	0	0	0
mandelbrot_pth	seahorse.log	64	8	0.0034946	0.0000591	12.65	3.62	19,899,699	19,258,071	0	0	0
mandelbrot_pth	seahorse.log	64	16	0.0029502	0.0000743	14.32	4.854	21,268,810	19,900,743	0	0	0
mandelbrot_pth	seahorse.log	64	32	0.003242	0.000111	12	3.703	21,555,794	21,114,912	0	0	0
mandelbrot_pth	seahorse.log	128	1	0.02741	0.0012	26.93	0.983	69,727,673	71,336,042	0	0	0
mandelbrot_pth	seahorse.log	128	2	0.016572	0.000805	28.42	1.715	68,126,509	71,924,706	0	0	0
mandelbrot_pth	seahorse.log	128	4	0.01138	0.00114	34.76	3.056	71,238,683	72,449,347	0	0	0
mandelbrot_pth	seahorse.log	128	8	0.007026	0.000415	36.32	5.17	66,088,319	72,896,950	0	0	0
mandelbrot_pth	seahorse.log	128	16	0.004914	0.000173	42.84	8.718	75,933,700	73,556,444	0	0	0
mandelbrot_pth	seahorse.log	128	32	0.003523	0.000296	39.97	11.344	86,306,914	74,953,749	0	0	0
mandelbrot_pth	seahorse.log	256	1	0.09551	0.00629	95.07	0.995	274,607,359	286,105,248	0	0	0
mandelbrot_pth	seahorse.log	256	2	0.06061	0.00596	106.95	1.764	276,909,415	283,930,113	0	0	0
mandelbrot_pth	seahorse.log	256	4	0.030527	0.000766	103.16	3.379	276,302,976	284,478,977	0	0	0
mandelbrot_pth	seahorse.log	256	8	0.017108	0.000685	106.93	6.25	273,244,034	281,709,017	0	0	0
mandelbrot_pth	seahorse.log	256	16	0.010021	0.000757	104.67	10.445	279,012,002	288,834,506	0	0	0
mandelbrot_pth	seahorse.log	256	32	0.007792	0.000531	135.65	17.409	338,709,790	289,517,306	0	0	0
mandelbrot_pth	seahorse.log	512	1	0.4696	0.048	469.14	0.999	1,091,495,998	1,147,750,792	0	0	0
mandelbrot_pth	seahorse.log	512	2	0.2208	0.0145	390.46	1.769	1,097,903,925	1,140,525,374	0	0	0
mandelbrot_pth	seahorse.log	512	4	0.1338	0.0155	442.46	3.307	1,101,047,442	1,139,875,173	0	0	0
mandelbrot_pth	seahorse.log	512	8	0.06134	0.00536	408.73	6.663	1,094,480,341	1,144,836,840	0	0	0
mandelbrot_pth	seahorse.log	512	16	0.033429	0.000819	399	11.936	1,123,132,363	1,136,993,129	0	0	0
mandelbrot_pth	seahorse.log	512	32	0.020806	0.000581	468.06	22.496	1,341,080,862	1,129,173,385	0	0	0
mandelbrot_pth	seahorse.log	1024	1	1.501	0.0497	1,500.48	1	4,364,935,320	4,578,126,466	0	0	0
mandelbrot_pth	seahorse.log	1024	2	0.9882	0.0459	1,760.51	1.782	4,377,819,841	4,571,146,371	0	0	0
mandelbrot_pth	seahorse.log	1024	4	0.5053	0.0422	1,645.06	3.256	4,371,107,791	4,577,389,315	0	0	0
mandelbrot_pth	seahorse.log	1024	8	0.3269	0.0289	1,833.62	5.608	4,382,606,526	4,572,859,122	0	0	0
mandelbrot_pth	seahorse.log	1024	16	0.13612	0.0063	1,592.97	11.703	4,503,465,753	4,563,093,287	0	0	0
mandelbrot_pth	seahorse.log	1024	32	0.0755	0.00295	1,858.06	24.611	5,413,320,981	4,562,665,540	0	0	0
mandelbrot_pth	seahorse.log	2048	1	5.4469	0.0497	5,446.36	1	17,457,234,266	18,305,955,975	0	0	0
mandelbrot_pth	seahorse.log	2048	2	3.3187	0.0756	5,866.78	1.768	17,480,632,102	18,303,852,670	0	0	0
mandelbrot_pth	seahorse.log	2048	4	1.8287	0.0552	6,203.29	3.392	17,491,782,175	18,306,134,060	0	0	0
mandelbrot_pth	seahorse.log	2048	8	0.9498	0.0493	6,353.40	6.689	17,494,344,605	18,300,064,922	0	0	0
mandelbrot_pth	seahorse.log	2048	16	0.5086	0.0256	6,257.59	12.303	17,825,396,299	18,308,447,065	0	0	0
mandelbrot_pth	seahorse.log	2048	32	0.29816	0.00925	7,516.02	25.208	21,520,065,350	18,300,199,913	0	0	0
mandelbrot_pth	seahorse.log	4096	1	21.4485	0.041	21,447.17	1	69,808,986,273	73,217,136,244	0	0	0
mandelbrot_pth	seahorse.log	4096	2	12.3124	0.0437	21,886.59	1.778	69,911,600,095	73,206,933,305	0	0	0
mandelbrot_pth	seahorse.log	4096	4	6.5577	0.0782	22,249.57	3.393	69,974,916,407	73,219,112,850	0	0	0
mandelbrot_pth	seahorse.log	4096	8	3.4648	0.036	23,263.31	6.714	69,955,733,811	73,201,732,830	0	0	0
mandelbrot_pth	seahorse.log	4096	16	1.9362	0.0379	25,278.43	13.056	70,400,482,333	73,222,219,652	0	0	0
mandelbrot_pth	seahorse.log	4096	32	1.1406	0.0141	30,604.27	26.833	85,995,483,619	73,219,205,374	0	0	0
mandelbrot_pth	seahorse.log	8192	1	85.0906	0.0584	85,086.09	1	279,379,613,061	292,862,974,716	0	0	0
mandelbrot_pth	seahorse.log	8192	2	48.2084	0.0541	85,438.59	1.772	279,644,613,550	292,859,007,950	0	0	0
mandelbrot_pth	seahorse.log	8192	4	25.2217	0.0587	85,973.64	3.409	279,640,633,063	292,848,016,537	0	0	0
mandelbrot_pth	seahorse.log	8192	8	13.1517	0.0648	88,256.45	6.711	280,000,508,858	292,860,860,200	0	0	0
mandelbrot_pth	seahorse.log	8192	16	6.9625	0.0186	93,246.37	13.393	280,758,893,859	292,863,934,614	0	0	0
mandelbrot_pth	seahorse.log	8192	32	4.4118	0.031	119,092.59	26.994	344,485,933,746	292,873,166,764	0	0	0
mandelbrot_pth	triple_spiral.log	16	1	0.0020664	0.0000852	1.54	0.747	2,501,564	2,136,610	0	0	0
mandelbrot_pth	triple_spiral.log	16	2	0.001585	0.0000279	1.5	0.949	2,728,866	2,203,171	0	0	0
mandelbrot_pth	triple_spiral.log	16	4	0.0016252	0.0000592	1.85	1.141	3,077,045	2,341,510	0	0	0
mandelbrot_pth	triple_spiral.log	16	8	0.0016359	0.0000229	2.04	1.248	3,698,506	2,628,754	0	0	0
mandelbrot_pth	triple_spiral.log	16	16	0.002314	0.000114	2.88	1.244	4,828,663	3,202,650	0	0	0
mandelbrot_pth	triple_spiral.log	16	32	0.00328	0.000118	3.39	1.035	5,396,673	3,003,911	0	0	0
mandelbrot_pth	triple_spiral.log	32	1	0.003241	0.000257	2.82	0.869	6,132,484	5,960,152	0	0	0
mandelbrot_pth	triple_spiral.log	32	2	0.0028	0.000104	3.59	1.281	6,389,166	6,025,834	0	0	0
mandelbrot_pth	triple_spiral.log	32	4	0.0027762	0.0000466	5.05	1.819	6,602,582	6,168,902	0	0	0
mandelbrot_pth	triple_spiral.log	32	8	0.0021033	0.0000271	4.64	2.207	6,870,771	6,472,916	0	0	0
mandelbrot_pth	triple_spiral.log	32	16	0.003418	0.000137	6.96	2.037	9,105,452	7,150,328	0	0	0
mandelbrot_pth	triple_spiral.log	32	32	0.003439	0.0000683	6.6	1.921	11,350,220	8,268,581	0	0	0
mandelbrot_pth	triple_spiral.log	64	1	0.009963	0.000888	9.57	0.961	20,021,853	21,325,882	0	0	0
mandelbrot_pth	triple_spiral.log	64	2	0.007426	0.000431	11.53	1.553	19,747,519	21,374,405	0	0	0
